種類,,icon,名前,継承元,URL,使いそう度,使いそう度,❓よく知らない,一言で,概要、こういうときに使う,翻訳から編集したかどうか,en,概要ja,2D　のゲームで使うかも,3D　のゲームで使うかも,VR,UI,Data,Image,Audio,Physic,Anim,Shader,Editor,Base
Resource,,Object,AudioEffectSpectrumAnalyzer,AudioEffect                < Resource < RefCounted < Object,📑,⭐,1,,,リアルタイムオーディオの視覚化に使用できるオーディオ効果。,,Audio effect that can be used for real-time audio visualizations.,リアルタイムオーディオの視覚化に使用できるオーディオ効果。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioEffectSpectrumAnalyzerInstance,AudioEffectInstance                < RefCounted < Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,AudioEffectStereoEnhance,AudioEffect                < Resource < RefCounted < Object,📑,⭐,1,,,ステレオパンニングの強度を調整するために使用できるオーディオ効果。,,An audio effect that can be used to adjust the intensity of stereo panning.,ステレオパンニングの強度を調整するために使用できるオーディオ効果。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,AudioListener2D,AudioListener2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐,2,,聞く,2D空間で音を聞くポイント。位置によって音を変化させたりできる。,済,Overrides the location sounds are heard from.,音が聞こえます。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,AudioListener3D,AudioListener3D,Node3D                < Node < Object,📑,⭐⭐⭐⭐,4,,聞く,3D空間で音を聞くポイント。位置によって音を変化させたりできる。,済,Overrides the location sounds are heard from.,音が聞こえます。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioServer,Object,📑,⭐⭐,2,,,低レベルのオーディオアクセス用のサーバーインターフェイス。,,Server interface for low-level audio access.,低レベルのオーディオアクセス用のサーバーインターフェイス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStream,AudioStream,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐⭐,5,,,オーディオストリームのベースクラス。,,Base class for audio streams.,オーディオストリームのベースクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStreamGenerator,AudioStreamGenerator,AudioStream                < Resource < RefCounted < Object,📑,⭐⭐,2,,,手続き的にサウンドを生成するオーディオストリーム。,,Audio stream that generates sounds procedurally.,手続き的にサウンドを生成するオーディオストリーム。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioStreamGeneratorPlayback,AudioStreamPlaybackResampled                < AudioStreamPlayback < RefCounted < Object,📑,⭐,1,❓,,[audiostreamgenerator]を使用して生成されたオーディオを再生します。,,Plays back audio generated using [AudioStreamGenerator].,[audiostreamgenerator]を使用して生成されたオーディオを再生します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStreamMicrophone,AudioStreamMicrophone,AudioStream                < Resource < RefCounted < Object,📑,⭐,1,,,リアルタイムのオーディオ入力データを再生します。,,Plays real-time audio input data.,リアルタイムのオーディオ入力データを再生します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStreamMP3,AudioStreamMP3,なし,📑,⭐⭐⭐⭐,4,,,MP3オーディオストリームドライバー。,,MP3 audio stream driver.,MP3オーディオストリームドライバー。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStreamOggVorbis,AudioStreamOggVorbis,なし,📑,⭐⭐⭐⭐,4,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioStreamPlayback,RefCounted                < Object,📑,⭐,1,❓,,バックオーディオを再生するためのメタクラス。,,Meta class for playing back audio.,バックオーディオを再生するためのメタクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioStreamPlaybackOggVorbis,なし,📑,⭐⭐,2,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioStreamPlaybackPolyphonic,AudioStreamPlayback                < RefCounted < Object,📑,⭐,1,❓,,[audiostreampolyphonic]の再生インスタンス。,,Playback instance for [AudioStreamPolyphonic].,[audiostreampolyphonic]の再生インスタンス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,AudioStreamPlaybackResampled,AudioStreamPlayback                < RefCounted < Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,AudioStreamPlayer,AudioStreamPlayer,Node                < Object,📑,⭐⭐⭐⭐⭐,5,,音再生 位置無視,音を再生する。位置はなし。BGMや、位置なしでOKなSEとかはこれ。,済,Plays back audio non-positionally.,ポジションではないオーディオを再生します。,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,AudioStreamPlayer2D,AudioStreamPlayer2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐⭐,4,,音再生 位置影響,2D空間で音の発生源ポイント。[AudioListener2D]と合わせて。,済,Plays positional sound in 2D space.,2Dスペースでポジショナルサウンドを再生します。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,AudioStreamPlayer3D,AudioStreamPlayer3D,Node3D                < Node < Object,📑,⭐⭐⭐⭐⭐,5,,音再生 位置影響,2D空間で音の発生源ポイント。[AudioListener3D]と合わせて。,済,Plays positional sound in 3D space.,3Dスペースでポジショナルサウンドを再生します。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,AudioStreamPolyphonic,AudioStream                < Resource < RefCounted < Object,📑,⭐⭐⭐,3,,,ユーザーがコードからいつでもカスタムストリームを再生できるオーディオストリームは、同時に単一のプレーヤーを使用して使用します。,,AudioStream that lets the user play custom streams at any time from code、 simultaneously using a single player.,ユーザーがコードからいつでもカスタムストリームをプレイできるAudioStreamは、単一のプレーヤーを使用して同時に同時に行います。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStreamRandomizer,AudioStreamRandomizer,AudioStream                < Resource < RefCounted < Object,📑,⭐⭐,2,,,ピッチとボリュームのシフトでオーディオストリームのプールをラップします。,,Wraps a pool of audio streams with pitch and volume shifting.,ピッチとボリュームのシフトでオーディオストリームのプールをラップします。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,AudioStreamWAV,AudioStreamWAV,AudioStream                < Resource < RefCounted < Object,📑,⭐⭐⭐⭐,4,,,WAVファイルからロードされたオーディオデータを保存します。,,Stores audio data loaded from WAV files.,WAVファイルからロードされたオーディオデータを保存します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,BackBufferCopy,BackBufferCopy,Node2D                < CanvasItem < Node < Object,📑,⭐⭐,2,,シェーダーで使う,表示中の画面の領域または画面全体をバッファにコピーして、画面テクスチャを使用してシェーダースクリプトからアクセスできるようになる（つまり、「hint_screen_texture」を備えた均一なサンプラー）。,済,Copies a region of the screen (or the whole screen) to a buffer so it can be accessed in your shader scripts using the screen texture (i.e. a uniform sampler with ``hint_screen_texture``).,画面の領域（または画面全体）をバッファーにコピーして、画面テクスチャを使用してシェーダースクリプトにアクセスできるようにします（つまり、「hint_screen_texture」を備えた均一なサンプラー）。,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Control,,BaseButton,BaseButton,Control                < CanvasItem < Node < Object,📑,⭐,1,,ボタンのベース,さまざまな種類のボタンのベースクラス。,,Base class for different kinds of buttons.,さまざまな種類のボタンのベースクラス。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,Object,BaseMaterial3D,Material                < Resource < RefCounted < Object,📑,⭐,1,❓,,デフォルトの3Dレンダリング材料。,,Default 3D rendering material.,デフォルトの3Dレンダリング材料。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Type,,Basis,Basis,なし,📑,⭐⭐⭐⭐⭐,5,,,3×3マトリックスデータ型。,,3×3 matrix datatype.,3×3マトリックスデータ型。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,BitMap,BitMap,Resource                < RefCounted < Object,📑,⭐⭐,2,,,ブールマトリックス。,,Boolean matrix.,ブールマトリックス。,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,Bone2D,Bone2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐,3,,2Dのボーン,[Skeleton2D]で使うボーン。これの子のノードを位置制御、ボーンアニメーションできる。,済,Joint used with [Skeleton2D] to control and animate other nodes.,[skeleton2d]で使用されるジョイントで他のノードを制御およびアニメーション化します。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Node3D,,BoneAttachment3D,BoneAttachment3D,Node3D                < Node < Object,📑,⭐⭐⭐⭐,4,,ボーン,3Dで、指定したボーンにくっつくノード。,済,A node that will attach to a bone.,骨に付着するノード。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Resource,,Object,BoneMap,Resource                < RefCounted < Object,📑,⭐⭐,2,❓,,リターゲティング用の骨マップ。,,Bone map for retargeting.,リターゲティング用の骨マップ。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,bool,bool,なし,📑,⭐⭐⭐⭐⭐,5,,,ブールビルトインタイプ。,,Boolean built-in type.,ブールビルトインタイプ。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Control,,BoxContainer,BoxContainer,Container                < Control < CanvasItem < Node < Object,📑,,0,,Boxコンテナのベース,ボックスコンテナ用のベースクラス。,,Base class for box containers.,ボックスコンテナ用のベースクラス。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,BoxMesh,BoxMesh,PrimitiveMesh                < Mesh < Resource < RefCounted < Object,📑,⭐⭐⭐,3,,,軸に合わせたボックス[Primitivemesh]を生成します。,,Generate an axis-aligned box [PrimitiveMesh].,軸に合わせたボックス[Primitivemesh]を生成します。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,BoxOccluder3D,BoxOccluder3D,Occluder3D                < Resource < RefCounted < Object,📑,⭐⭐,2,,,[OccluderInstance3d]で閉塞する閉塞で使用するための立方体形状。,,Cuboid shape for use with occlusion culling in [OccluderInstance3D].,[OccluderInstance3d]で閉塞する閉塞で使用するための立方体形状。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,BoxShape3D,BoxShape3D,Shape3D                < Resource < RefCounted < Object,📑,⭐⭐,2,,,3D衝突用のボックスシェイプリソース。,,Box shape resource for 3D collisions.,3D衝突用のボックスシェイプリソース。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Control,,Button,Button,BaseButton                < Control < CanvasItem < Node < Object,📑,⭐⭐⭐⭐⭐,5,,文字ボタン,標準テーマボタン。,,Standard themed Button.,標準テーマボタン。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,ButtonGroup,ButtonGroup,Resource                < RefCounted < Object,📑,⭐⭐⭐,3,,,ボタンのグループ。,,Group of Buttons.,ボタンのグループ。,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,Callable,Callable,なし,📑,⭐⭐⭐⭐⭐,5,,,オブジェクトインスタンスまたはスタンドアロン関数のメソッドを表す内蔵タイプ。,,Built-in type representing a method in an object instance or a standalone function.,オブジェクトインスタンスまたはスタンドアロン関数のメソッドを表す内蔵タイプ。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,CallbackTweener,Tweener                < RefCounted < Object,📑,⭐⭐⭐,3,,,オプションの遅延後に指定されたメソッドを呼び出します。,,Calls the specified method after optional delay.,オプションの遅延後に指定されたメソッドを呼び出します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Node2D,,Camera2D,Camera2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐⭐⭐,5,,カメラ,2Dカメラ。1つの[Viewport]でカメラは1つ。2Dはカメラがなくても画面には映る。,済,Camera node for 2D scenes.,2Dシーンのカメラノード。,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Node3D,,Camera3D,Camera3D,Node3D                < Node < Object,📑,⭐⭐⭐⭐⭐,5,,カメラ,3Dカメラ。1つの[Viewport]でカメラは1つ。,済,Camera node、 displays from a point of view.,カメラノードは、観点から表示されます。,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Resource,,CameraAttributes,CameraAttributes,Resource                < RefCounted < Object,📑,⭐⭐,2,,,カメラ設定の親クラス。,,Parent class for camera settings.,カメラ設定の親クラス。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,CameraAttributesPhysical,CameraAttributes                < Resource < RefCounted < Object,📑,⭐⭐,2,,,物理的にベースのカメラ設定。,,Physically-based camera settings.,物理的にベースのカメラ設定。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,CameraAttributesPractical,CameraAttributes                < Resource < RefCounted < Object,📑,⭐⭐,2,,,使いやすい形式のカメラ設定。,,Camera settings in an easy to use format.,使いやすい形式のカメラ設定。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
